file,line_count,sha16,first_line,last_line,wf_mstr_hits,glt_det_hits,insert_log_hits,messagebox_hits,todo_hits
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCListCG2020.designer.vb,861,da24d36262766cca,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCListCG2020.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCListCG2020.vb,1097,8d5a960ad035233e,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,28,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCListPayment.designer.vb,398,7ba409c2efdaaa4e,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCListPayment.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCListPayment.vb,387,4d15b351ca38eee4,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,8,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCListPaymentCG.designer.vb,470,787ebf7bb4b0e495,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCListPaymentCG.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCListPaymentCG.vb,414,a299ac9058cb7e34,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,8,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCRule.designer.vb,531,dca5fe53cbf3ed51,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCRule.resx,126,f556f382999c1bee,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNCRule.vb,434,b794d2babef85cc3,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,13,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomer.designer.vb,811,856b286bc585d591,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomer.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomer.vb,850,64840c219845fcd1,﻿Imports Devart.Data.PostgreSql,End Class,0,0,3,16,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerCG.designer.vb,812,6971f6514919fdf2,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerCG.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerCG.vb,874,443eff6a34c45385,﻿Imports Devart.Data.PostgreSql,End Class,0,0,3,16,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerPenalty.designer.vb,811,5f66101755853776,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerPenalty.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerPenalty.vb,822,f66f0e2571f706bb,﻿Imports Devart.Data.PostgreSql,End Class,0,0,3,16,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerPenaltyCG.designer.vb,812,5b2a8fec80f3cd6a,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerPenaltyCG.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerPenaltyCG.vb,844,959e1e415a993319,﻿Imports Devart.Data.PostgreSql,End Class,0,0,3,16,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerPenaltyReport.designer.vb,271,352dd0e8829b7984,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerPenaltyReport.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerPenaltyReport.vb,253,458b8a1488878702,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerPenaltyReportCG.designer.vb,271,c24c47fb416eb510,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerPenaltyReportCG.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerPenaltyReportCG.vb,263,decf799ba6b36b0a,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerReport.designer.vb,271,0404c1162720a8db,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerReport.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerReport.vb,256,6cf5f296bba75d28,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerReportCG.designer.vb,271,1f6d323a4d50c065,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerReportCG.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComNewCustomerReportCG.vb,262,3ebdd361050e8819,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComPartNumberSearch.Designer.vb,157,1226818c2b49631d,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComPartNumberSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComPartNumberSearch.vb,111,4eab0c7c65edc288,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComsInternal.designer.vb,1088,936e29965f6ee3a2,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComsInternal.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComsInternal.vb,1417,1f3f4a08f5d59da4,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,25,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComsInternalReport.designer.vb,271,9cd8aea98104576e,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComsInternalReport.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComsInternalReport.vb,285,8494740c76ab5e82,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComsPayType.designer.vb,67,eda2391dff81d442,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComsPayType.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FComsPayType.vb,25,47acdd6ce8abbffc,﻿Public Class FComsPayType,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateCustomer.designer.vb,811,dd5d3aa410b74b61,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateCustomer.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateCustomer.vb,1174,67098c92d764a95d,﻿Imports Devart.Data.PostgreSql,End Class,0,0,3,17,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateCustomerReport.designer.vb,233,3677349d4bd0ea1a,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateCustomerReport.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateCustomerReport.vb,192,d484ffc68610fb3c,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateCustomerRule.designer.vb,1055,0a2482ea11336f04,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateCustomerRule.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateCustomerRule.vb,1216,306db542c0842285,﻿Imports DevExpress.XtraExport,,0,0,4,26,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateSupplier.designer.vb,824,16d760f37168c867,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateSupplier.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateSupplier.vb,1144,033ebc2d331e947e,﻿Imports Devart.Data.PostgreSql,End Class,0,0,3,17,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateSupplierReport.designer.vb,233,cf1c3a5d3fbc9844,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateSupplierReport.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateSupplierReport.vb,196,bc93125b036be0b1,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateSupplierRule.designer.vb,969,ead4331132a29bf3,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateSupplierRule.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FRebateSupplierRule.vb,1069,be87fc80d0cfd944,﻿Imports DevExpress.XtraExport,,0,0,4,25,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FSalesPersonExternal.designer.vb,476,03d3307be2547f60,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FSalesPersonExternal.resx,126,f556f382999c1bee,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Commission/FSalesPersonExternal.vb,410,c84050698de6876f,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,13,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/DS_DeliveryScale.Designer.vb,1351,2abcc4ae929ec833,﻿'------------------------------------------------------------------------------,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/FDeliveryScale.designer.vb,977,bd9a47cf48ca4b08,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/FDeliveryScale.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/FDeliveryScale.vb,1287,c352f81fd13cadc3,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,27,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/FDeliveryScaleComparison.Designer.vb,431,4eae74daffa16748,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/FDeliveryScaleComparison.resx,126,68d037a5be6a370f,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/FDeliveryScaleComparison.vb,400,39acad87b3bf3e45,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/FDeliveryScaleReleasePrint.designer.vb,79,5c360b8704a3d4f5,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/FDeliveryScaleReleasePrint.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/FDeliveryScaleReleasePrint.vb,74,e9a575b3c0d24966,﻿Imports Devart.Data.PostgreSql,End Class,0,0,1,6,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/FDeliveryScaleReport.Designer.vb,195,36efe44a3f63ff0a,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/FDeliveryScaleReport.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/FDeliveryScaleReport.vb,143,1f9810ffdbcbe67d,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/XRDeliveryScalePrint.designer.vb,721,7f8a36a741447692,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/XRDeliveryScalePrint.resx,525,5101b91cd17fc164,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Delivery/XRDeliveryScalePrint.vb,108,2a4a0dc9b964308d,Imports DevExpress.XtraPrinting,End Class,0,0,1,4,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FForecasReporttAlfa.designer.vb,422,9225cbed57cdbc1d,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FForecasReporttAlfa.resx,126,9948247e243420c6,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FForecasReporttAlfa.vb,365,6ab5a4aa45bc8d87,﻿Imports master_new.ModFunction,End Class,0,0,0,2,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FForecastAlfa.designer.vb,867,f90fb10776f1cca8,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FForecastAlfa.resx,132,ed706e6023ee3fd5,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FForecastAlfa.vb,1275,c8fae513bfa4ba57,﻿Imports Devart.Data.PostgreSql,End Class,0,0,1,29,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FForecastPeriode.designer.vb,435,d748a79841cb18a2,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FForecastPeriode.resx,126,f556f382999c1bee,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FForecastPeriode.vb,343,d3ad1dd43eebdfce,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,9,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FItemGroupFC.Designer.vb,466,b721f8ed787a2784,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FItemGroupFC.resx,126,f556f382999c1bee,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FItemGroupFC.vb,350,7d810d748506f766,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,8,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FItemGroupFCImport.designer.vb,218,53e441e72c1df21e,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FItemGroupFCImport.resx,129,86b0d583c00fc960,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FItemGroupFCImport.vb,246,788cb7af4f3984c6,﻿Imports Devart.Data.PostgreSql,,0,0,0,4,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FPartNumberGroupFC.designer.vb,399,aace0c17f8658041,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FPartNumberGroupFC.resx,126,f556f382999c1bee,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Forecast/FPartNumberGroupFC.vb,155,5723268a8e7f7076,﻿Imports Devart.Data.PostgreSql,,0,0,0,4,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSO.designer.vb,855,0aafecae38db3c41,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSO.resx,573,5fda09c84c9dd626,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSO.vb,111,f21431021a315b85,Imports master_new.ModFunction,End Class,0,0,1,4,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSOGift.designer.vb,957,3f964a64d797c458,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSOGift.resx,594,e1e920b9b6621ebd,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSOGift.vb,108,55f88389ea42d525,Imports Devart.Data.PostgreSql,End Class,0,0,1,4,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSOGiftCost.designer.vb,1023,fbf8f5040cdee93e,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSOGiftCost.resx,606,80a03304499b1e78,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSOGiftCost.vb,108,c7590ce560736690,Imports Devart.Data.PostgreSql,End Class,0,0,1,4,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSOGift_LOT.designer.vb,1002,2f120961748dd88e,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSOGift_LOT.resx,609,3b4cc7bcd20b0a51,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSOGift_LOT.vb,107,a994b1ab83431c24,Imports Devart.Data.PostgreSql,End Class,0,0,1,4,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSOPrice.designer.vb,1136,dbca130b5b2c4963,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSOPrice.resx,123,2c0021d993616ca2,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSOPrice.vb,110,06bf25021ae5d2ed,Imports master_new.ModFunction,End Class,0,0,1,4,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSO_LOT.designer.vb,879,8d4387058673a272,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSO_LOT.resx,585,2a2fe8ad90363931,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSO_LOT.vb,111,7657c283a1b50dbe,Imports master_new.ModFunction,End Class,0,0,1,4,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSalesOrderShipmentPrint.designer.vb,1004,d5b0ae4cbf126520,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSalesOrderShipmentPrint.resx,123,2c0021d993616ca2,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSalesOrderShipmentPrint.vb,108,1199ca89d2377715,Imports master_new.ModFunction,End Class,0,0,1,4,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSalesOrderShipmentPrint_LOT.designer.vb,1037,cb1bceb04ef55e8b,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSalesOrderShipmentPrint_LOT.resx,123,2c0021d993616ca2,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/XRSalesOrderShipmentPrint_LOT.vb,108,68dc8791415a4b83,Imports master_new.ModFunction,End Class,0,0,1,4,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/ds_so.Designer.vb,2517,44859d43d4711421,﻿'------------------------------------------------------------------------------,End Namespace,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Print Out/ds_so.vb,12,b522553746c879e4,﻿Partial Class ds_so,End Namespace,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Report/FSalesOrderShipmentReport_custom_api.designer.vb,206,4eab7798025c722f,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Report/FSalesOrderShipmentReport_custom_api.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Report/FSalesOrderShipmentReport_custom_api.vb,297,e7e349dbda2e5c0b,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/Module/Sales Order/Report/FSalesOrderShipmentReturnCOGSReport_Alfa.designer.vb,560,cb46e6c4709cd992,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Report/FSalesOrderShipmentReturnCOGSReport_Alfa.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Report/FSalesOrderShipmentReturnCOGSReport_Alfa.vb,626,617452f1783dc2cd,﻿Imports Devart.Data.PostgreSql,End Class,0,0,1,11,0
Alfa Solution/Alfa.Project/Module/Sales Order/Report/FSalesOrderShipmentReturnCommissionReport_Alfa.designer.vb,216,87c4eafd2e968980,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Report/FSalesOrderShipmentReturnCommissionReport_Alfa.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Report/FSalesOrderShipmentReturnCommissionReport_Alfa.vb,173,aa24ebfe14607188,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
